%  GPST,,latitude(deg), longitude(deg), height(m),  Q, ns,  sdn(m),  sde(m),  sdu(m), sdne(m), sdeu(m),  sdun(m), age(s), ratio
2020/02/15,04:03:32.00,39.746278236,-104.996041897,1575.1667,5,6,3.5002,2.2433,5.0313,-1.4174,-1.4667,-1.4151,0,0
2020/02/15,04:03:32.20,39.746296323,-104.99605414,1575.848,5,6,3.5002,2.2432,5.0312,-1.4173,-1.4665,-1.4154,0,0
2020/02/15,04:03:32.40,39.746270511,-104.996076566,1572.3747,5,5,9.8126,2.7777,9.3174,3.6068,3.2707,8.3598,0,0
2020/02/15,04:03:32.60,39.746332328,-104.996078617,1577.25,5,6,3.5003,2.2432,5.0311,-1.4173,-1.4661,-1.4161,0,0
2020/02/15,04:03:32.80,39.746349109,-104.996091255,1577.8324,5,6,3.5003,2.2432,5.0311,-1.4173,-1.4659,-1.4165,0,0
2020/02/15,04:03:33.00,39.746358159,-104.996105368,1577.7002,5,6,3.5003,2.2431,5.0311,-1.4173,-1.4657,-1.4168,0,0
2020/02/15,04:03:33.20,39.746315298,-104.996131883,1572.6462,5,5,9.8123,2.7779,9.3166,3.6074,3.2714,8.3589,0,0
2020/02/15,04:03:33.40,39.74632612,-104.996145263,1572.6531,5,5,9.8122,2.778,9.3163,3.6075,3.2716,8.3587,0,0
2020/02/15,04:03:33.60,39.746337356,-104.996158648,1572.7122,5,5,9.8122,2.778,9.3161,3.6076,3.2717,8.3585,0,0
2020/02/15,04:03:33.80,39.74634746,-104.996172399,1572.6785,5,5,9.8121,2.7781,9.3159,3.6078,3.2719,8.3583,0,0
2020/02/15,04:03:34.00,39.746357743,-104.996186119,1572.6915,5,5,9.812,2.7781,9.3157,3.6079,3.2721,8.358,0,0
2020/02/15,04:03:34.20,39.74636857,-104.996199557,1572.7394,5,5,9.812,2.7782,9.3155,3.6081,3.2723,8.3578,0,0
2020/02/15,04:03:34.40,39.746378656,-104.996212901,1572.7137,5,5,9.8119,2.7782,9.3153,3.6082,3.2725,8.3576,0,0
2020/02/15,04:03:34.60,39.746388756,-104.996226147,1572.6901,5,5,9.8118,2.7783,9.3151,3.6083,3.2726,8.3574,0,0
2020/02/15,04:03:34.80,39.746399598,-104.99623926,1572.7277,5,5,9.8118,2.7783,9.3149,3.6085,3.2728,8.3572,0,0
2020/02/15,04:03:35.00,39.746409765,-104.996252544,1572.699,5,5,9.8117,2.7784,9.3147,3.6086,3.273,8.3569,0,0
2020/02/15,04:03:35.20,39.746419019,-104.996265442,1572.6012,5,5,9.8116,2.7784,9.3145,3.6088,3.2732,8.3567,0,0
2020/02/15,04:03:35.40,39.746429526,-104.996278335,1572.6317,5,5,9.8115,2.7785,9.3142,3.6089,3.2733,8.3565,0,0
2020/02/15,04:03:35.60,39.746439441,-104.996291069,1572.586,5,5,9.8115,2.7785,9.314,3.6091,3.2735,8.3563,0,0
2020/02/15,04:03:35.80,39.746450451,-104.99630367,1572.6852,5,5,9.8114,2.7786,9.3138,3.6092,3.2737,8.3561,0,0
2020/02/15,04:03:36.00,39.746459556,-104.996316528,1572.614,5,5,9.8113,2.7786,9.3136,3.6093,3.2739,8.3559,0,0
2020/02/15,04:03:36.20,39.746469279,-104.996329058,1572.6167,5,5,9.8113,2.7787,9.3134,3.6095,3.274,8.3556,0,0
2020/02/15,04:03:36.40,39.746478611,-104.996341443,1572.6214,5,5,9.8112,2.7787,9.3132,3.6096,3.2742,8.3554,0,0
2020/02/15,04:03:36.60,39.746488664,-104.996353622,1572.7136,5,5,9.8111,2.7788,9.313,3.6098,3.2744,8.3552,0,0
2020/02/15,04:03:36.80,39.74649832,-104.996365294,1572.7839,5,5,9.8111,2.7788,9.3128,3.6099,3.2746,8.355,0,0
2020/02/15,04:03:37.00,39.746506892,-104.996376583,1572.7544,5,5,9.811,2.7789,9.3126,3.61,3.2748,8.3548,0,0
2020/02/15,04:03:37.20,39.746514483,-104.99638761,1572.6384,5,5,9.8109,2.7789,9.3123,3.6102,3.2749,8.3545,0,0
2020/02/15,04:03:37.40,39.746522736,-104.996398206,1572.6341,5,5,9.8109,2.779,9.3121,3.6103,3.2751,8.3543,0,0
2020/02/15,04:03:37.60,39.746529778,-104.9964086,1572.5255,5,5,9.8108,2.779,9.3119,3.6105,3.2753,8.3541,0,0
2020/02/15,04:03:37.80,39.746537878,-104.996418479,1572.5548,5,5,9.8107,2.7791,9.3117,3.6106,3.2755,8.3539,0,0
2020/02/15,04:03:38.00,39.74654574,-104.996428104,1572.5723,5,5,9.8107,2.7791,9.3115,3.6107,3.2756,8.3537,0,0
2020/02/15,04:03:38.20,39.746553886,-104.996437817,1572.6519,5,5,9.8106,2.7792,9.3113,3.6109,3.2758,8.3534,0,0
2020/02/15,04:03:38.40,39.746560845,-104.996447607,1572.6499,5,5,9.8105,2.7792,9.3111,3.611,3.276,8.3532,0,0
2020/02/15,04:03:38.60,39.74656795,-104.996456939,1572.6146,5,5,9.8104,2.7793,9.3109,3.6112,3.2762,8.353,0,0
2020/02/15,04:03:38.80,39.746575164,-104.996466337,1572.6027,5,5,9.8104,2.7793,9.3107,3.6113,3.2763,8.3528,0,0
2020/02/15,04:03:39.00,39.746583201,-104.996475673,1572.6962,5,5,9.8103,2.7794,9.3104,3.6114,3.2765,8.3526,0,0
2020/02/15,04:03:39.20,39.746590324,-104.99648514,1572.6772,5,5,9.8102,2.7794,9.3102,3.6116,3.2767,8.3523,0,0
2020/02/15,04:03:39.40,39.746596953,-104.996494536,1572.608,5,5,9.8102,2.7795,9.31,3.6117,3.2769,8.3521,0,0
2020/02/15,04:03:39.60,39.746605272,-104.996503964,1572.7061,5,5,9.8101,2.7795,9.3098,3.6119,3.277,8.3519,0,0
2020/02/15,04:03:39.80,39.746613152,-104.996513731,1572.7261,5,5,9.81,2.7796,9.3096,3.612,3.2772,8.3517,0,0
2020/02/15,04:03:40.00,39.746621005,-104.996523682,1572.7296,5,5,9.8099,2.7796,9.3094,3.6121,3.2774,8.3514,0,0
2020/02/15,04:03:40.20,39.746629041,-104.996533851,1572.7137,5,5,9.8099,2.7797,9.3092,3.6123,3.2776,8.3512,0,0
2020/02/15,04:03:40.40,39.7466366,-104.996544349,1572.6596,5,5,9.8098,2.7797,9.309,3.6124,3.2777,8.351,0,0
2020/02/15,04:03:40.60,39.746645011,-104.996554498,1572.6854,5,5,9.8097,2.7798,9.3088,3.6125,3.2779,8.3508,0,0
2020/02/15,04:03:40.80,39.74665204,-104.996564829,1572.5783,5,5,9.8097,2.7798,9.3085,3.6127,3.2781,8.3506,0,0
2020/02/15,04:03:41.00,39.746659981,-104.996574601,1572.5525,5,5,9.8096,2.7799,9.3083,3.6128,3.2783,8.3503,0,0
2020/02/15,04:03:41.20,39.746668723,-104.996584627,1572.6618,5,5,9.8095,2.7799,9.3081,3.613,3.2784,8.3501,0,0
2020/02/15,04:03:41.40,39.746676503,-104.996594441,1572.6316,5,5,9.8094,2.78,9.3079,3.6131,3.2786,8.3499,0,0
2020/02/15,04:03:41.60,39.74668392,-104.996604062,1572.5779,5,5,9.8094,2.78,9.3077,3.6132,3.2788,8.3497,0,0
2020/02/15,04:03:41.80,39.746692151,-104.996614113,1572.6171,5,5,9.8093,2.7801,9.3075,3.6134,3.279,8.3494,0,0
2020/02/15,04:03:42.00,39.746700119,-104.996624295,1572.5894,5,5,9.8092,2.7801,9.3073,3.6135,3.2791,8.3492,0,0
2020/02/15,04:03:42.20,39.746709593,-104.99663474,1572.7046,5,5,9.8092,2.7802,9.3071,3.6137,3.2793,8.349,0,0
2020/02/15,04:03:42.40,39.746717689,-104.996645462,1572.6652,5,5,9.8091,2.7802,9.3068,3.6138,3.2795,8.3488,0,0
2020/02/15,04:03:42.60,39.746725591,-104.996656319,1572.6278,5,5,9.809,2.7803,9.3066,3.6139,3.2796,8.3486,0,0
2020/02/15,04:03:42.80,39.746733488,-104.996666816,1572.5514,5,5,9.8089,2.7803,9.3064,3.6141,3.2798,8.3483,0,0
2020/02/15,04:03:43.00,39.746741697,-104.996677261,1572.562,5,5,9.8089,2.7804,9.3062,3.6142,3.28,8.3481,0,0
2020/02/15,04:03:43.20,39.746749529,-104.996687356,1572.5075,5,5,9.8088,2.7804,9.306,3.6143,3.2802,8.3479,0,0
2020/02/15,04:03:43.40,39.746758164,-104.996697215,1572.5838,5,5,9.8087,2.7805,9.3058,3.6145,3.2803,8.3477,0,0
2020/02/15,04:03:43.60,39.746766419,-104.996707305,1572.6045,5,5,9.8086,2.7805,9.3056,3.6146,3.2805,8.3474,0,0
2020/02/15,04:03:43.80,39.746774537,-104.996717357,1572.6488,5,5,9.8086,2.7806,9.3054,3.6148,3.2807,8.3472,0,0
2020/02/15,04:03:44.00,39.746782237,-104.996727298,1572.6209,5,5,9.8085,2.7806,9.3051,3.6149,3.2809,8.347,0,0
2020/02/15,04:03:44.20,39.746790319,-104.996736924,1572.6075,5,5,9.8084,2.7807,9.3049,3.615,3.281,8.3468,0,0
2020/02/15,04:03:44.40,39.74679805,-104.996746599,1572.6012,5,5,9.8084,2.7807,9.3047,3.6152,3.2812,8.3465,0,0
2020/02/15,04:03:44.60,39.746806424,-104.99675666,1572.6499,5,5,9.8083,2.7808,9.3045,3.6153,3.2814,8.3463,0,0
2020/02/15,04:03:44.80,39.746815347,-104.996766883,1572.7118,5,5,9.8082,2.7808,9.3043,3.6154,3.2816,8.3461,0,0
2020/02/15,04:03:45.00,39.746824841,-104.996777559,1572.8388,5,5,9.8081,2.7809,9.3041,3.6156,3.2817,8.3459,0,0
2020/02/15,04:03:45.20,39.74683366,-104.996788436,1572.8034,5,5,9.8081,2.7809,9.3039,3.6157,3.2819,8.3457,0,0
2020/02/15,04:03:45.40,39.746842655,-104.996799761,1572.7984,5,5,9.808,2.781,9.3036,3.6159,3.2821,8.3454,0,0
2020/02/15,04:03:45.60,39.746845514,-104.996812322,1572.2108,5,6,3.5014,2.2415,5.0283,-1.4165,-1.4535,-1.4389,0,0
2020/02/15,04:03:45.80,39.746855194,-104.996823423,1572.2458,5,6,3.5014,2.2414,5.0282,-1.4165,-1.4533,-1.4393,0,0
2020/02/15,04:03:46.00,39.74687238,-104.996833017,1573.0281,5,6,3.5015,2.2414,5.0282,-1.4165,-1.4531,-1.4396,0,0
2020/02/15,04:03:46.20,39.746884667,-104.99684371,1573.3331,5,6,3.5015,2.2414,5.0281,-1.4165,-1.4529,-1.44,0,0
2020/02/15,04:03:46.40,39.7468984,-104.996854304,1573.7656,5,6,3.5015,2.2414,5.0281,-1.4165,-1.4527,-1.4403,0,0
2020/02/15,04:03:46.60,39.746897948,-104.996868239,1572.8368,5,5,9.8075,2.7813,9.3024,3.6167,3.2831,8.3441,0,0
2020/02/15,04:03:46.80,39.746908107,-104.996879782,1572.951,5,5,9.8074,2.7813,9.3022,3.6168,3.2833,8.3439,0,0
2020/02/15,04:03:47.00,39.746917186,-104.996891756,1572.8843,5,5,9.8074,2.7814,9.3019,3.6169,3.2835,8.3436,0,0
2020/02/15,04:03:47.20,39.74692683,-104.996903847,1572.9039,5,5,9.8073,2.7814,9.3017,3.6171,3.2836,8.3434,0,0
2020/02/15,04:03:47.40,39.74693513,-104.996916155,1572.7584,5,5,9.8072,2.7815,9.3015,3.6172,3.2838,8.3432,0,0
2020/02/15,04:03:47.60,39.746944655,-104.996928282,1572.7651,5,5,9.8071,2.7815,9.3013,3.6173,3.284,8.343,0,0
2020/02/15,04:03:47.80,39.746953678,-104.996940286,1572.7475,5,5,9.8071,2.7816,9.3011,3.6175,3.2841,8.3427,0,0
2020/02/15,04:03:48.00,39.746979015,-104.996957601,1575.0513,5,4,22.2055,5.6291,27.7274,-9.1875,-10.8187,24.2898,0,0
2020/02/15,04:03:48.20,39.746989248,-104.996969899,1575.1917,5,4,22.2107,5.6295,27.7334,-9.1894,-10.8206,24.2955,0,0
2020/02/15,04:03:48.40,39.74699865,-104.996982029,1575.2132,5,4,22.216,5.6298,27.7394,-9.1914,-10.8224,24.3012,0,0
2020/02/15,04:03:48.60,39.74698825,-104.996987521,1572.3088,5,5,9.8068,2.7818,9.3002,3.618,3.2848,8.3418,0,0
2020/02/15,04:03:48.80,39.746994282,-104.996998552,1571.8354,5,5,9.8067,2.7818,9.3,3.6182,3.285,8.3416,0,0
2020/02/15,04:03:49.00,39.747026816,-104.997017842,1575.2487,5,4,22.2317,5.6309,27.7574,-9.1971,-10.8281,24.3184,0,0
2020/02/15,04:03:49.20,39.747012633,-104.997022499,1571.8466,5,5,9.8065,2.7819,9.2996,3.6184,3.2853,8.3411,0,0
2020/02/15,04:03:49.40,39.747021285,-104.997034944,1571.7912,5,5,9.8065,2.782,9.2994,3.6186,3.2855,8.3409,0,0
2020/02/15,04:03:49.60,39.747030987,-104.997047147,1571.794,5,5,9.8064,2.782,9.2992,3.6187,3.2857,8.3407,0,0
2020/02/15,04:03:49.80,39.747040772,-104.99705937,1571.809,5,5,9.8063,2.7821,9.2989,3.6188,3.2859,8.3405,0,0
2020/02/15,04:03:50.00,39.747074697,-104.997079426,1575.3148,5,4,22.2579,5.6327,27.7875,-9.2068,-10.8374,24.347,0,0
2020/02/15,04:03:50.20,39.747085319,-104.997090473,1575.2948,5,4,22.2631,5.6331,27.7935,-9.2087,-10.8393,24.3528,0,0
2020/02/15,04:03:50.40,39.747072446,-104.997096218,1572.0345,5,5,9.8061,2.7822,9.2983,3.6192,3.2864,8.3398,0,0
2020/02/15,04:03:50.60,39.747082313,-104.99710869,1572.035,5,5,9.806,2.7823,9.2981,3.6194,3.2865,8.3396,0,0
2020/02/15,04:03:50.80,39.747115603,-104.997128292,1575.4561,5,4,22.2789,5.6341,27.8117,-9.2145,-10.8449,24.37,0,0
2020/02/15,04:03:51.00,39.74710281,-104.997132561,1572.107,5,5,9.8058,2.7824,9.2977,3.6196,3.2869,8.3391,0,0
2020/02/15,04:03:51.20,39.747134272,-104.997152103,1575.3071,5,4,22.2894,5.6349,27.8237,-9.2184,-10.8487,24.3815,0,0
2020/02/15,04:03:51.40,39.747144252,-104.997164426,1575.3251,5,4,22.2947,5.6352,27.8298,-9.2203,-10.8506,24.3873,0,0
2020/02/15,04:03:51.60,39.747123978,-104.997167601,1570.9653,5,5,9.8056,2.7825,9.297,3.62,3.2874,8.3384,0,0
2020/02/15,04:03:51.80,39.747133196,-104.997180398,1570.9011,5,5,9.8055,2.7826,9.2968,3.6202,3.2876,8.3382,0,0
2020/02/15,04:03:52.00,39.747143165,-104.997193226,1570.9574,5,5,9.8054,2.7826,9.2966,3.6203,3.2877,8.338,0,0
2020/02/15,04:03:52.20,39.747154284,-104.997206169,1571.0822,5,5,9.8053,2.7827,9.2964,3.6204,3.2879,8.3377,0,0
2020/02/15,04:03:52.40,39.747215917,-104.997202587,1575.9539,5,4,38.6121,9.7414,33.0862,19.0199,17.5284,35.4314,0,0
2020/02/15,04:03:52.60,39.747225754,-104.997215855,1575.9676,5,4,38.6299,9.7463,33.0997,19.0294,17.5368,35.4471,0,0
2020/02/15,04:03:52.80,39.747235289,-104.997229259,1575.9116,5,4,38.6477,9.7511,33.1132,19.0389,17.5452,35.4627,0,0
2020/02/15,04:03:53.00,39.747244207,-104.997242905,1575.8017,5,4,38.6655,9.756,33.1267,19.0484,17.5535,35.4784,0,0
2020/02/15,04:03:53.20,39.747254166,-104.997256076,1575.7821,5,4,38.6834,9.7609,33.1403,19.0579,17.562,35.4941,0,0
2020/02/15,04:03:53.40,39.7472644,-104.997269174,1575.8089,5,4,38.7012,9.7658,33.1539,19.0675,17.5704,35.5098,0,0
2020/02/15,04:03:53.80,39.746483517,-104.997554718,1500.2414,5,5,9.8049,2.7831,9.2946,3.6216,3.2893,8.336,0,0
2020/02/15,04:03:54.00,39.746520841,-104.997559367,1502.8833,5,5,9.8048,2.7832,9.2944,3.6217,3.2895,8.3357,0,0
2020/02/15,04:03:54.20,39.746946264,-104.99769968,1563.0619,5,4,22.3688,5.6403,27.9147,-9.2474,-10.8769,24.4683,0,0
2020/02/15,04:03:54.40,39.746566208,-104.997576684,1505.3369,5,5,9.8046,2.7833,9.294,3.622,3.2898,8.3353,0,0
2020/02/15,04:03:54.60,39.747010746,-104.99767891,1564.7679,5,4,22.3794,5.641,27.9269,-9.2513,-10.8807,24.4799,0,0
2020/02/15,04:03:54.80,39.747034497,-104.997675067,1565.1265,5,4,22.3847,5.6414,27.933,-9.2533,-10.8826,24.4857,0,0
2020/02/15,04:03:55.00,39.747064661,-104.997668308,1566.058,5,4,22.39,5.6417,27.9391,-9.2553,-10.8845,24.4915,0,0
2020/02/15,04:03:55.40,39.747064595,-104.997711971,1565.204,5,4,22.4006,5.6425,27.9513,-9.2592,-10.8883,24.5032,0,0
2020/02/15,04:03:55.80,39.747454144,-104.997878882,1621.2961,5,5,7.5702,3.1036,6.0607,3.6897,3.1661,5.0133,0,0
2020/02/15,04:03:56.40,39.747094769,-104.997791146,1564.5746,5,4,22.4273,5.6443,27.9819,-9.2689,-10.8979,24.5323,0,0
2020/02/15,04:03:56.60,39.747122294,-104.997784083,1565.2022,5,4,22.4326,5.6447,27.988,-9.2709,-10.8998,24.5381,0,0
2020/02/15,04:03:56.80,39.74713485,-104.997791166,1565.226,5,4,22.4379,5.645,27.9942,-9.2729,-10.9017,24.544,0,0
2020/02/15,04:03:57.00,39.747140316,-104.997808308,1565.1412,5,4,22.4433,5.6454,28.0003,-9.2748,-10.9036,24.5498,0,0
2020/02/15,04:03:57.20,39.747151974,-104.997816926,1565.2413,5,4,22.4486,5.6458,28.0064,-9.2768,-10.9055,24.5557,0,0
2020/02/15,04:03:59.80,39.746886355,-104.998363268,1551.4425,5,4,39.2824,9.9245,33.5945,19.3779,17.8436,36.0206,0,0
2020/02/15,04:04:00.00,39.746881912,-104.998387406,1550.9945,5,4,39.3008,9.9295,33.6085,19.3878,17.8523,36.0368,0,0
2020/02/15,04:04:00.20,39.746852233,-104.998438664,1549.7425,5,4,39.3193,9.9346,33.6225,19.3976,17.8609,36.0531,0,0
2020/02/15,04:04:00.40,39.746844642,-104.998464311,1549.0907,5,4,39.3378,9.9396,33.6365,19.4075,17.8696,36.0693,0,0
2020/02/15,04:04:00.60,39.746861824,-104.998464071,1549.3502,5,4,39.3563,9.9447,33.6505,19.4174,17.8783,36.0856,0,0
2020/02/15,04:04:00.80,39.746886966,-104.99845535,1549.8791,5,4,39.3748,9.9497,33.6646,19.4272,17.887,36.1018,0,0
2020/02/15,04:04:01.20,39.746874767,-104.998504335,1548.8639,5,4,39.4119,9.9598,33.6928,19.447,17.9045,36.1344,0,0
2020/02/15,04:04:01.40,39.747663256,-104.997694926,1577.1974,5,4,3.5944,22.4523,21.0359,1.8123,-21.3869,-2.4343,0,0
2020/02/15,04:04:01.60,39.748397508,-104.998037005,1690.8029,5,5,9.8013,2.785,9.2862,3.6266,3.2958,8.3268,0,0
2020/02/15,04:04:01.80,39.748416318,-104.998042806,1691.4683,5,5,9.8012,2.7851,9.286,3.6267,3.296,8.3266,0,0
2020/02/15,04:04:02.00,39.747626059,-104.997796959,1574.7868,5,4,22.5774,5.6548,28.1548,-9.3243,-10.9519,24.6967,0,0
2020/02/15,04:04:02.20,39.747638319,-104.99780512,1574.8429,5,4,22.5828,5.6552,28.161,-9.3263,-10.9538,24.7026,0,0
2020/02/15,04:04:02.40,39.747648958,-104.997815415,1574.9045,5,4,22.5882,5.6556,28.1672,-9.3282,-10.9558,24.7085,0,0
2020/02/15,04:04:02.60,39.748482477,-104.998085132,1694.5658,5,5,9.8008,2.7852,9.2851,3.6272,3.2966,8.3256,0,0
2020/02/15,04:04:02.80,39.747668547,-104.997837017,1574.8684,5,4,22.599,5.6564,28.1797,-9.3322,-10.9597,24.7204,0,0
2020/02/15,04:04:03.00,39.7484887,-104.99810345,1692.6763,5,5,9.8006,2.7853,9.2847,3.6275,3.297,8.3252,0,0
2020/02/15,04:04:03.20,39.747689533,-104.99785645,1574.9134,5,4,22.6098,5.6571,28.1921,-9.3362,-10.9635,24.7322,0,0
2020/02/15,04:04:03.40,39.747695832,-104.997869349,1574.7484,5,4,22.6153,5.6575,28.1984,-9.3382,-10.9655,24.7382,0,0
2020/02/15,04:04:03.60,39.747706593,-104.997879559,1574.9334,5,4,22.6207,5.6579,28.2046,-9.3402,-10.9674,24.7441,0,0
2020/02/15,04:04:03.80,39.747709833,-104.997894807,1574.6001,5,4,22.6261,5.6583,28.2108,-9.3422,-10.9694,24.75,0,0
2020/02/15,04:04:04.00,39.747720698,-104.997904124,1574.6652,5,4,22.6315,5.6586,28.2171,-9.3442,-10.9713,24.756,0,0
2020/02/15,04:04:04.20,39.747699764,-104.997909304,1570.5502,5,5,9.8003,2.7857,9.2834,3.6283,3.298,8.3238,0,0
2020/02/15,04:04:04.40,39.747702276,-104.997923525,1569.8498,5,5,9.8002,2.7857,9.2831,3.6284,3.2981,8.3236,0,0
2020/02/15,04:04:04.60,39.747712171,-104.997933782,1569.7079,5,5,9.8001,2.7858,9.2829,3.6286,3.2983,8.3234,0,0
2020/02/15,04:04:04.80,39.747732772,-104.997944954,1570.9852,5,5,9.8,2.7858,9.2827,3.6287,3.2985,8.3231,0,0
2020/02/15,04:04:05.00,39.747744867,-104.997956816,1571.2649,5,5,9.8,2.7859,9.2825,3.6288,3.2986,8.3229,0,0
2020/02/15,04:04:05.20,39.74774693,-104.997970308,1570.468,5,5,9.7999,2.7859,9.2823,3.6289,3.2988,8.3227,0,0
2020/02/15,04:04:05.40,39.747761331,-104.997980154,1570.9293,5,5,9.7998,2.786,9.2821,3.6291,3.299,8.3224,0,0
2020/02/15,04:04:05.60,39.747783613,-104.997989525,1572.2671,5,5,9.7997,2.786,9.2818,3.6292,3.2991,8.3222,0,0
2020/02/15,04:04:05.80,39.747804127,-104.997998126,1573.3629,5,5,9.7996,2.786,9.2816,3.6293,3.2993,8.3219,0,0
2020/02/15,04:04:06.00,39.747816162,-104.99800744,1573.4952,5,5,9.7995,2.7861,9.2814,3.6294,3.2994,8.3217,0,0
2020/02/15,04:04:06.20,39.747811972,-104.998016628,1571.6918,5,5,9.7994,2.7861,9.2812,3.6296,3.2996,8.3215,0,0
2020/02/15,04:04:06.40,39.747824862,-104.998029186,1572.2076,5,5,9.7993,2.7862,9.281,3.6297,3.2998,8.3212,0,0
2020/02/15,04:04:06.60,39.747842015,-104.998040227,1573.1385,5,5,9.7992,2.7862,9.2807,3.6298,3.2999,8.321,0,0
2020/02/15,04:04:06.80,39.747852385,-104.998050028,1573.1567,5,5,9.7991,2.7863,9.2805,3.63,3.3001,8.3208,0,0
2020/02/15,04:04:07.00,39.747858694,-104.998061948,1572.8504,5,5,9.7991,2.7863,9.2803,3.6301,3.3003,8.3205,0,0
2020/02/15,04:04:07.20,39.747870639,-104.998071842,1573.1073,5,5,9.799,2.7864,9.2801,3.6302,3.3004,8.3203,0,0
2020/02/15,04:04:07.40,39.747873272,-104.998081371,1572.2046,5,5,9.7989,2.7864,9.2799,3.6303,3.3006,8.3201,0,0
2020/02/15,04:04:07.60,39.747888999,-104.998091016,1572.9184,5,5,9.7988,2.7865,9.2796,3.6305,3.3008,8.3198,0,0
2020/02/15,04:04:07.80,39.747891004,-104.998100935,1572.0725,5,5,9.7987,2.7865,9.2794,3.6306,3.3009,8.3196,0,0
2020/02/15,04:04:08.00,39.747898184,-104.998110089,1571.8725,5,5,9.7986,2.7866,9.2792,3.6307,3.3011,8.3193,0,0
2020/02/15,04:04:08.20,39.747906566,-104.998120741,1571.9708,5,5,9.7985,2.7866,9.279,3.6308,3.3013,8.3191,0,0
2020/02/15,04:04:08.40,39.747917233,-104.998128953,1572.1861,5,5,9.7984,2.7867,9.2788,3.631,3.3014,8.3189,0,0
2020/02/15,04:04:08.60,39.747926545,-104.998136909,1572.2756,5,5,9.7983,2.7867,9.2785,3.6311,3.3016,8.3186,0,0
2020/02/15,04:04:08.80,39.747934469,-104.998145103,1572.2613,5,5,9.7982,2.7868,9.2783,3.6312,3.3017,8.3184,0,0
2020/02/15,04:04:09.00,39.747937342,-104.998153498,1571.7149,5,5,9.7981,2.7868,9.2781,3.6314,3.3019,8.3182,0,0
2020/02/15,04:04:09.20,39.747945758,-104.998163009,1571.9538,5,5,9.7981,2.7869,9.2779,3.6315,3.3021,8.3179,0,0
2020/02/15,04:04:09.40,39.747954432,-104.998172137,1572.1626,5,5,9.798,2.7869,9.2777,3.6316,3.3022,8.3177,0,0
2020/02/15,04:04:09.60,39.747994473,-104.998173475,1575.3509,5,6,3.5037,2.2384,5.0231,-1.4153,-1.4301,-1.4799,0,0
2020/02/15,04:04:09.80,39.747997276,-104.998183304,1574.9796,5,6,3.5037,2.2384,5.023,-1.4153,-1.4299,-1.4802,0,0
2020/02/15,04:04:10.00,39.747997306,-104.998192914,1574.2978,5,6,3.5037,2.2383,5.023,-1.4152,-1.4297,-1.4806,0,0
2020/02/15,04:04:10.20,39.748000507,-104.998202579,1573.9666,5,6,3.5037,2.2383,5.0229,-1.4152,-1.4295,-1.4809,0,0
2020/02/15,04:04:10.40,39.747996485,-104.998213866,1572.9889,5,6,3.5037,2.2383,5.0229,-1.4152,-1.4293,-1.4812,0,0
2020/02/15,04:04:10.60,39.748009979,-104.998222168,1573.7184,5,5,9.7974,2.7872,9.2764,3.6324,3.3032,8.3162,0,0
2020/02/15,04:04:10.80,39.748015969,-104.998230632,1573.5826,5,5,9.7973,2.7873,9.2761,3.6325,3.3034,8.316,0,0
2020/02/15,04:04:11.00,39.748023713,-104.998239812,1573.6406,5,5,9.7972,2.7873,9.2759,3.6326,3.3035,8.3158,0,0
2020/02/15,04:04:11.20,39.748032491,-104.998249318,1573.7647,5,5,9.7971,2.7874,9.2757,3.6327,3.3037,8.3155,0,0
2020/02/15,04:04:11.40,39.748040636,-104.998259024,1573.7817,5,5,9.797,2.7874,9.2755,3.6329,3.3039,8.3153,0,0
2020/02/15,04:04:11.60,39.748050449,-104.998269595,1573.979,5,5,9.7969,2.7875,9.2752,3.633,3.304,8.3151,0,0
2020/02/15,04:04:11.80,39.748058062,-104.998280532,1573.9187,5,5,9.7968,2.7875,9.275,3.6331,3.3042,8.3148,0,0
2020/02/15,04:04:12.00,39.74806628,-104.998290968,1573.8215,5,5,9.7968,2.7876,9.2748,3.6332,3.3043,8.3146,0,0
2020/02/15,04:04:12.20,39.748075218,-104.998302019,1573.8176,5,5,9.7967,2.7876,9.2746,3.6334,3.3045,8.3143,0,0
2020/02/15,04:04:12.40,39.748084192,-104.99831376,1573.8348,5,5,9.7966,2.7877,9.2744,3.6335,3.3047,8.3141,0,0
2020/02/15,04:04:12.60,39.74809101,-104.998324778,1573.4841,5,5,9.7965,2.7877,9.2741,3.6336,3.3048,8.3139,0,0
2020/02/15,04:04:12.80,39.748098153,-104.99833677,1573.2037,5,5,9.7964,2.7878,9.2739,3.6337,3.305,8.3136,0,0
2020/02/15,04:04:13.00,39.748107747,-104.998348657,1573.1709,5,5,9.7963,2.7878,9.2737,3.6339,3.3052,8.3134,0,0
2020/02/15,04:04:13.20,39.748117251,-104.998360583,1573.0771,5,5,9.7962,2.7879,9.2735,3.634,3.3053,8.3131,0,0
2020/02/15,04:04:13.40,39.748125066,-104.998372904,1572.8559,5,5,9.7961,2.7879,9.2733,3.6341,3.3055,8.3129,0,0
2020/02/15,04:04:13.60,39.748134872,-104.998386612,1572.9031,5,5,9.796,2.788,9.273,3.6342,3.3056,8.3127,0,0
2020/02/15,04:04:13.80,39.748142933,-104.99839949,1572.6645,5,5,9.7959,2.788,9.2728,3.6344,3.3058,8.3124,0,0
2020/02/15,04:04:14.00,39.748152999,-104.99841256,1572.6357,5,5,9.7958,2.7881,9.2726,3.6345,3.306,8.3122,0,0
